iter	RMSE
282	3.424802064
283	3.424305057
284	3.423878015
285	3.423238079
286	3.422579585
287	3.422285086
288	3.421560649
289	3.421063757
290	3.420310669
291	3.419882008
292	3.419426921
293	3.419139037
294	3.418708058
295	3.418083839
296	3.417696943
297	3.417402503
298	3.416776308
299	3.41622951
300	3.415580368
301	3.415064197
302	3.414685597
303	3.414253215
304	3.413847571
305	3.413600824
306	3.413091272
307	3.41273638
308	3.412307223
309	3.411887888
310	3.411263259
311	3.410832382
312	3.410091477
313	3.40967631
314	3.409180605
315	3.408573408
316	3.408101475
317	3.407734161
318	3.406973043
319	3.406388582
320	3.405773151
321	3.40519674
322	3.404790767
323	3.404261877
324	3.403836998
325	3.403391804
326	3.402833751
327	3.402364902
328	3.401870958
329	3.401410725
330	3.400707213
331	3.400102229
332	3.399797023
333	3.399335072
334	3.399035619
335	3.398648272
336	3.398369747
337	3.397779785
338	3.397362409
339	3.396942618
340	3.396265865
341	3.395821103
342	3.395138794
343	3.394531837
344	3.394133433
345	3.393666001
346	3.393225529
347	3.392600174
348	3.392193419
349	3.391891354
350	3.391267968
351	3.390700819
352	3.39030425
353	3.389812022
354	3.389384918
355	3.388843679
356	3.388388823
357	3.387911741
358	3.387482282
359	3.387077953
360	3.38653947
361	3.386138898
362	3.385652204
363	3.385110301
364	3.384753518
365	3.384315752
366	3.383820633
367	3.383441097
368	3.382820194
369	3.382433819
370	3.382034099
371	3.381556025
372	3.38094274
373	3.380461412
374	3.379772127
375	3.379299627
376	3.378803408
377	3.378426861
378	3.377903984
379	3.377230337
380	3.376854604
381	3.376234248
382	3.375714126
383	3.37517766
384	3.374727546
385	3.374347872
386	3.374025187
387	3.373672565
388	3.373271304
389	3.372845937
390	3.372603476
391	3.372060171
392	3.371440195
393	3.370794854
394	3.370327699
395	3.369835596
396	3.369283357
397	3.368848285
398	3.36860924
399	3.368290646
400	3.367758434
401	3.367377494
402	3.36715061
403	3.36668842
404	3.366268656
405	3.365761294
406	3.365539482
407	3.364886122
408	3.364348133
409	3.363738125
410	3.363393031
411	3.362906076
412	3.362532773
413	3.36140904
414	3.361039366
415	3.360637167
416	3.360310029
417	3.359729431
418	3.359516685
419	3.358827418
420	3.358294
421	3.357913254
422	3.357550235
423	3.357330682
424	3.356574531
425	3.356104219
426	3.355601442
427	3.355205152
428	3.354696397
429	3.354224316
430	3.35388637
431	3.353558469
432	3.353201866
433	3.352496844
434	3.351934238
435	3.351647847
436	3.35117017
437	3.35061552
438	3.350405055
439	3.349960905
440	3.349491757
441	3.348915753
442	3.348096056
443	3.347360472
444	3.34689801
445	3.346629468
446	3.346055446
447	3.345660043
448	3.345167869
449	3.344725036
450	3.344272559
451	3.34374819
452	3.343424741
453	3.343071108
454	3.34252903
455	3.342190804
456	3.341776186
457	3.341328429
458	3.340843299
459	3.340563137
460	3.34011612
461	3.339792187
462	3.339437789
463	3.338969033
464	3.338433108
465	3.338057176
466	3.337518319
467	3.336923635
468	3.336284442
469	3.335627101
470	3.335168299
471	3.334874292
472	3.334347572
473	3.333738923
474	3.33320528
475	3.332748026
476	3.332336641
477	3.3318448
478	3.331367576
479	3.331072815
480	3.33078612
481	3.330350637
482	3.329853815
483	3.329418245
484	3.328811417
485	3.328410109
486	3.328099327
487	3.327602976
488	3.327082541
489	3.326616421
490	3.326120502
491	3.325737486
492	3.325332275
493	3.32511311
494	3.324666588
495	3.324069228
496	3.323682784
497	3.32329172
498	3.322707489
499	3.322203967
500	3.321904214
501	3.321526603
502	3.32119554
503	3.320574941
504	3.320189114
505	3.319854595
506	3.319260593
507	3.318883348
508	3.318555388
509	3.318299483
510	3.317857052
511	3.317459537
512	3.317027482
513	3.316828042
514	3.316494632
515	3.316042158
516	3.315852988
517	3.315341597
518	3.315030188
519	3.314476662
520	3.314181843
521	3.313853218
522	3.313369133
523	3.313037445
524	3.312751706
525	3.312273959
526	3.311979492
527	3.311495518
528	3.311094125
529	3.310719547
530	3.310404433
531	3.310200369
532	3.309757132
533	3.30933404
534	3.308947608
535	3.30837859
536	3.307599982
537	3.307282977
538	3.306818219
539	3.306545266
540	3.30576483
541	3.305046232
542	3.304632289
543	3.304272937
544	3.303949413
545	3.303361957
546	3.302966849
547	3.302377769
548	3.302056746
549	3.301545435
550	3.300990516
551	3.300294939
552	3.299806268
553	3.299489054
554	3.299031899
555	3.29880566
556	3.29829288
557	3.297963895
558	3.297394614
559	3.297143936
560	3.296800032
561	3.296427586
562	3.296002155
563	3.295594709
564	3.29526072
565	3.294880229
566	3.294277907
567	3.293837751
568	3.29333783
569	3.292947134
570	3.292360011
571	3.291862074
572	3.291600175
573	3.29125212
574	3.290863801
575	3.290343116
576	3.290003232
577	3.289620751
578	3.289051641
579	3.288592558
580	3.288252231
581	3.287753688
582	3.287489037
583	3.287164747
584	3.286932329
585	3.286472713
586	3.286117531
587	3.285418396
588	3.285023428
589	3.284721571
590	3.284180214
591	3.283758717
592	3.283562472
593	3.283100962
594	3.282859202
595	3.282566063
596	3.282291723
597	3.281755651
598	3.281368062
599	3.280994314
600	3.280685808
601	3.280353318
602	3.279983029
603	3.279376302
604	3.279141711
605	3.27891393
606	3.278549382
607	3.278111696
608	3.277744695
609	3.277421741
610	3.277096289
611	3.276625428
612	3.276141616
613	3.275756748
614	3.27527885
615	3.274775388
616	3.274041591
617	3.273733198
618	3.273346968
619	3.272965787
620	3.272717538
621	3.27210975
622	3.271546354
623	3.271338062
624	3.271114917
625	3.270739703
626	3.270453735
627	3.269942108
628	3.269293627
629	3.268897165
630	3.268565636
631	3.26832503
632	3.26811642
633	3.267737095
634	3.267435771
635	3.267126104
636	3.266918596
637	3.266664832
638	3.266371984
639	3.265906175
640	3.265587833
641	3.265256166
642	3.264997255
643	3.264632391
644	3.264407635
645	3.263876098
646	3.263507571
647	3.263047182
648	3.262811206
649	3.262244448
650	3.261924275
651	3.261562722
652	3.261222675
653	3.260814632
654	3.260386939
655	3.260064665
656	3.259713055
657	3.259273681
658	3.258980649
659	3.258771833
660	3.258437189
661	3.257973752
662	3.257511456
663	3.25727513
664	3.256926414
665	3.256679899
666	3.256470023
667	3.256105156
668	3.255564039
669	3.255062338
670	3.254618028
671	3.254131003
672	3.253921764
673	3.25362211
674	3.253377147
675	3.253044262
676	3.252436537
677	3.252175366
678	3.251875504
679	3.251547575
680	3.251154746
681	3.25081584
682	3.250388916
683	3.250154948
684	3.249483109
685	3.248999769
686	3.248521954
687	3.248191323
688	3.247797875
689	3.247535789
690	3.247177949
691	3.246913263
692	3.246678763
693	3.246460675
694	3.245938589
695	3.245560031
696	3.245257673
697	3.244892279
698	3.244643734
699	3.244365651
700	3.244016856
701	3.243697768
702	3.243409993
703	3.243076989
704	3.242645157
705	3.242264377
706	3.241916196
707	3.241606122
708	3.241159135
709	3.240820545
710	3.240210414
711	3.240071935
712	3.239710373
713	3.239301167
714	3.23896856
715	3.238659606
716	3.238355091
717	3.237936412
718	3.23776375
719	3.237508039
720	3.237117056
721	3.236731119
722	3.236541445
723	3.236116242
724	3.235828649
725	3.235432818
726	3.235001339
727	3.234473978
728	3.234168733
729	3.233612759
730	3.233112264
731	3.232750001
732	3.232530978
733	3.232224469
734	3.231889095
735	3.231675464
736	3.231186809
737	3.230916563
738	3.230546815
739	3.230041137
740	3.229630327
741	3.229345441
742	3.229134682
743	3.22868419
744	3.228480454
745	3.228145878
746	3.227828957
747	3.227541492
748	3.226920798
749	3.226586904
750	3.226134301
751	3.225698187
752	3.225315471
753	3.224974851
754	3.224521308
755	3.224026554
756	3.223350588
757	3.223095332
758	3.222691188
759	3.222190954
760	3.221979098
761	3.221541593
762	3.221149251
763	3.22075335
764	3.220486946
765	3.220256235
766	3.219902268
767	3.219639604
768	3.219024154
769	3.218569556
770	3.218224057
771	3.217904226
772	3.217609878
773	3.217352072
774	3.216657855
775	3.216404555
776	3.215977699
777	3.21546218
778	3.215093626
779	3.214659724
780	3.214208176
781	3.213880883
782	3.213521559
783	3.213311003
784	3.2130284
785	3.212503349
786	3.212217811
787	3.211840279
788	3.211435419
789	3.210921651
790	3.210674218
791	3.210358916
792	3.210031996
793	3.209714369
794	3.209179661
795	3.208784992
796	3.208309531
797	3.208070135
798	3.207727086
799	3.20743267
800	3.207247169
801	3.206842087
802	3.206559772
803	3.206373525
804	3.206105931
805	3.205641411
806	3.205446374
807	3.204940007
808	3.204738627
809	3.204503734
810	3.204182658
811	3.203794152
812	3.203469627
813	3.203065599
814	3.202750883
815	3.202356099
816	3.20197406
817	3.201669279
818	3.201236763
819	3.200901565
820	3.200456984
821	3.200163134
822	3.199819465
823	3.199450278
824	3.199076835
825	3.19858158
826	3.198174193
827	3.197952768
828	3.197618523
829	3.197450016
830	3.197168899
831	3.196743199
832	3.196165675
833	3.195803911
834	3.195509825
835	3.195177682
836	3.194774369
837	3.194409198
838	3.194161843
839	3.193807624
840	3.193248557
841	3.192964877
842	3.192628649
843	3.192297778
844	3.19179356
845	3.191514744
846	3.191207804
847	3.190887121
848	3.190389028
849	3.189995254
850	3.189741655
851	3.189410168
852	3.18900339
853	3.18851385
854	3.188137729
855	3.18787562
856	3.187547816
857	3.187162332
858	3.186741068
859	3.186474685
860	3.185991101
861	3.185750659
862	3.185354404
863	3.18491677
864	3.184610243
865	3.184278618
866	3.183923659
867	3.18358349
868	3.183331364
869	3.183050441
870	3.182588809
871	3.182237524
872	3.182020634
873	3.181708062
874	3.181295924
875	3.181017171
876	3.180692221
877	3.180408431
878	3.180203964
879	3.179734261
880	3.179340962
881	3.178945111
882	3.178606375
883	3.178335797
884	3.177926759
885	3.177645872
886	3.177482872
887	3.177099016
888	3.176731352
889	3.176430451
890	3.176089039
891	3.175819624
892	3.175351476
893	3.174956825
894	3.174601933
895	3.174265817
896	3.173731718
897	3.173424135
898	3.173131404
899	3.172736131
900	3.172539706
901	3.172305912
902	3.171918391
903	3.17165415
904	3.171395668
905	3.170842278
906	3.170523693
907	3.170303668
908	3.169988644
909	3.169646249
910	3.169288777
911	3.169012452
912	3.168750774
913	3.168480901
914	3.168114453
915	3.167509108
916	3.167075351
917	3.166703937
918	3.165953644
919	3.165240769
920	3.164915517
921	3.164649353
922	3.164423895
923	3.163911132
924	3.16372493
925	3.163516058
926	3.163192919
927	3.162788557
928	3.162499756
929	3.162262162
930	3.161886923
931	3.161548591
932	3.16109689
933	3.160909082
934	3.160671982
935	3.160120229
936	3.159802063
937	3.159346824
938	3.159036428
939	3.158673803
940	3.158289378
941	3.158013859
942	3.157724552
943	3.157471565
944	3.157104952
945	3.156821617
946	3.15665959
947	3.156255573
948	3.156042401
949	3.155817436
950	3.155321445
951	3.154939231
952	3.154620636
953	3.154322741
954	3.15395481
955	3.153586451
956	3.153269396
957	3.152839378
958	3.152302737
959	3.151986707
960	3.15170745
961	3.151322535
962	3.150979368
963	3.150583067
964	3.150316543
965	3.149921909
966	3.149657404
967	3.149465624
968	3.148940023
969	3.148651387
970	3.148281856
971	3.147753923
972	3.147302464
973	3.146974056
974	3.146534229
975	3.146192992
976	3.145857906
977	3.145425484
978	3.144969742
979	3.144707986
980	3.144492547
981	3.144238739
982	3.143985234
983	3.143645036
984	3.143353817
985	3.143115991
986	3.142818945
987	3.14234682
988	3.141964705
989	3.14174133
990	3.141484679
991	3.141072552
992	3.140712514
993	3.140547726
994	3.140021938
995	3.139653194
996	3.139345072
997	3.13900802
998	3.138752874
999	3.138373026
