iter	RMSE
432	3.363085468
433	3.362424476
434	3.361941978
435	3.361287798
436	3.361078618
437	3.36069712
438	3.360192592
439	3.35981787
440	3.359312286
441	3.358823752
442	3.35842092
443	3.357914978
444	3.357456652
445	3.357055265
446	3.356608989
447	3.356016303
448	3.355444702
449	3.355098659
450	3.354741216
451	3.354350435
452	3.353885211
453	3.353473707
454	3.353086241
455	3.352624462
456	3.352088891
457	3.351714452
458	3.351277378
459	3.350827206
460	3.350415625
461	3.35005098
462	3.349715333
463	3.349405238
464	3.349086798
465	3.348723697
466	3.348416088
467	3.348084848
468	3.347704133
469	3.347233413
470	3.346691627
471	3.34630158
472	3.34590199
473	3.345403018
474	3.34494226
475	3.344514661
476	3.343977399
477	3.343498474
478	3.343117113
479	3.342773683
480	3.342348905
481	3.341997429
482	3.341536224
483	3.340940739
484	3.340457925
485	3.339935075
486	3.339516283
487	3.33896999
488	3.33851746
489	3.338212032
490	3.337774978
491	3.337476765
492	3.336806005
493	3.336425087
494	3.336197892
495	3.335916673
496	3.335316183
497	3.33494429
498	3.334706953
499	3.334045903
500	3.33377675
501	3.333452995
502	3.332892914
503	3.332528307
504	3.331955231
505	3.331763111
506	3.331228905
507	3.330933086
508	3.330484262
509	3.329934038
510	3.329508444
511	3.328979705
512	3.328617565
513	3.328193454
514	3.32763921
515	3.32729638
516	3.326985504
517	3.326533187
518	3.326220322
519	3.325712806
520	3.325220001
521	3.324922342
522	3.324599525
523	3.32437841
524	3.324073138
525	3.32369565
526	3.323379821
527	3.323027152
528	3.322459504
529	3.322142413
530	3.321709239
531	3.321215216
532	3.320591896
533	3.320242036
534	3.319938446
535	3.31968501
536	3.319417468
537	3.318937764
538	3.318519853
539	3.318141643
540	3.317880277
541	3.317285838
542	3.316981252
543	3.316684602
544	3.316365647
545	3.315872622
546	3.315734228
547	3.315411391
548	3.314964986
549	3.314700534
550	3.314278467
551	3.314034573
552	3.313642751
553	3.313419287
554	3.313015729
555	3.31276782
556	3.312295672
557	3.311929993
558	3.311373119
559	3.311105732
560	3.310739093
561	3.310349843
562	3.309776702
563	3.309382005
564	3.308734376
565	3.308496735
566	3.30823183
567	3.307761493
568	3.307556932
569	3.307191761
570	3.30670902
571	3.306388399
572	3.306027532
573	3.305377371
574	3.304998002
575	3.304674202
576	3.304323442
577	3.303929168
578	3.30346301
579	3.303105813
580	3.302844164
581	3.302313472
582	3.302029594
583	3.301626584
584	3.301199637
585	3.301016626
586	3.300674194
587	3.300339444
588	3.299837487
589	3.299236389
590	3.29878219
591	3.298332614
592	3.297718416
593	3.297522907
594	3.297208837
595	3.296809246
596	3.296274162
597	3.295621237
598	3.295349462
599	3.295034808
600	3.294648763
601	3.294439931
602	3.29402474
603	3.293359612
604	3.292693378
605	3.292343435
606	3.291824695
607	3.29170082
608	3.291401844
609	3.291083188
610	3.290614465
611	3.290277078
612	3.289920576
613	3.289342454
614	3.289021636
615	3.288461157
616	3.288239275
617	3.287793481
618	3.287364964
619	3.286674276
620	3.286217968
621	3.285635816
622	3.285313996
623	3.285035603
624	3.284653159
625	3.284333352
626	3.283837648
627	3.283351346
628	3.282944458
629	3.282599907
630	3.28232108
631	3.281810533
632	3.281459475
633	3.281048534
634	3.280721534
635	3.280355202
636	3.279974693
637	3.279425768
638	3.279165918
639	3.278925913
640	3.278633683
641	3.278223517
642	3.277642228
643	3.277240782
644	3.276665583
645	3.276008326
646	3.275675805
647	3.275364045
648	3.274815108
649	3.274466007
650	3.274017587
651	3.273602297
652	3.273218056
653	3.272827905
654	3.272482628
655	3.272109664
656	3.271390432
657	3.270986599
658	3.270550116
659	3.270263253
660	3.269913307
661	3.269585843
662	3.269216018
663	3.268755541
664	3.268412775
665	3.268007885
666	3.267649538
667	3.267299125
668	3.266997807
669	3.26646409
670	3.266256594
671	3.265749456
672	3.265594948
673	3.265335579
674	3.265016721
675	3.264681384
676	3.264193738
677	3.263856786
678	3.263619438
679	3.263287849
680	3.262871172
681	3.262476079
682	3.262108844
683	3.261689838
684	3.26150858
685	3.26125588
686	3.260699504
687	3.260250271
688	3.259597965
689	3.259114834
690	3.258724598
691	3.258271838
692	3.257930734
693	3.257647393
694	3.257064734
695	3.256650609
696	3.256219793
697	3.255949736
698	3.255289045
699	3.254777063
700	3.254467971
701	3.253972983
702	3.253634423
703	3.253168929
704	3.252567181
705	3.252003422
706	3.251617132
707	3.250994555
708	3.250541048
709	3.25023876
710	3.249912843
711	3.249495214
712	3.249197168
713	3.248784772
714	3.248508475
715	3.248132478
716	3.247823689
717	3.247636801
718	3.247447997
719	3.247127897
720	3.246514098
721	3.246101802
722	3.245711729
723	3.245297357
724	3.245047916
725	3.244582466
726	3.244233025
727	3.243990578
728	3.243530627
729	3.243082346
730	3.242749348
731	3.242438263
732	3.241938668
733	3.24154231
734	3.241195978
735	3.2410172
736	3.240622835
737	3.240314476
738	3.239727381
739	3.239547718
740	3.239184263
741	3.238843736
742	3.238424254
743	3.237940748
744	3.237420604
745	3.23708991
746	3.236897754
747	3.236465078
748	3.236203304
749	3.235883406
750	3.23569382
751	3.235289273
752	3.2348483
753	3.234600304
754	3.234283245
755	3.233781292
756	3.233377278
757	3.233091539
758	3.232779726
759	3.232400313
760	3.232047558
761	3.231674689
762	3.231337492
763	3.231001106
764	3.23060156
765	3.230192125
766	3.229769085
767	3.229202911
768	3.228897802
769	3.228298043
770	3.227887345
771	3.22759791
772	3.22722168
773	3.226844365
774	3.226463055
775	3.225978482
776	3.225439351
777	3.225108479
778	3.224708051
779	3.22443697
780	3.224191272
781	3.22368577
782	3.223292974
783	3.222903842
784	3.22258064
785	3.222348841
786	3.222060716
787	3.221753583
788	3.221439081
789	3.221130439
790	3.220939495
791	3.220496428
792	3.220142247
793	3.219778257
794	3.219495753
795	3.219185343
796	3.218813652
797	3.218521676
798	3.218218235
799	3.217641268
800	3.217324285
801	3.217062237
802	3.216511646
803	3.216009351
804	3.215478329
805	3.215108741
806	3.214670658
807	3.214443572
808	3.214071323
809	3.213655365
810	3.213196794
811	3.212917383
812	3.212611093
813	3.212056158
814	3.211647689
815	3.211202275
816	3.210649297
817	3.21018499
818	3.209974843
819	3.20963523
820	3.209221302
821	3.209003569
822	3.208741803
823	3.208287056
824	3.207690628
825	3.207175239
826	3.206722249
827	3.206201175
828	3.20580903
829	3.205546722
830	3.205301062
831	3.205089139
832	3.204731108
833	3.204557871
834	3.204276258
835	3.203805429
836	3.20346379
837	3.203134072
838	3.202852406
839	3.202663616
840	3.202389371
841	3.202178881
842	3.201732697
843	3.201432346
844	3.201289789
845	3.200939772
846	3.200763395
847	3.200323908
848	3.200056665
849	3.199713442
850	3.199344882
851	3.199001694
852	3.198791488
853	3.198326706
854	3.197873463
855	3.197434684
856	3.196930443
857	3.196646226
858	3.196172367
859	3.195645446
860	3.195195954
861	3.194969999
862	3.194664538
863	3.19427106
864	3.193780945
865	3.193265792
866	3.193018235
867	3.192714734
868	3.192149422
869	3.191946914
870	3.191554531
871	3.19131326
872	3.191172186
873	3.190890948
874	3.19040872
875	3.190271822
876	3.190070406
877	3.189846763
878	3.18947483
879	3.189277942
880	3.189063964
881	3.188618299
882	3.188300796
883	3.187900233
884	3.187335726
885	3.186893449
886	3.186487148
887	3.18626079
888	3.1861058
889	3.185826465
890	3.18551154
891	3.185055533
892	3.184774072
893	3.18429454
894	3.183967924
895	3.183748706
896	3.183474465
897	3.183366411
898	3.183163809
899	3.182853269
900	3.182676778
901	3.182349774
902	3.181852686
903	3.181670592
904	3.181397579
905	3.180911886
906	3.180519221
907	3.180261371
908	3.179889798
909	3.179567566
910	3.17926252
911	3.179006396
912	3.178634002
913	3.178363974
914	3.178164815
915	3.177757016
916	3.177543542
917	3.17709803
918	3.176799559
919	3.176433739
920	3.17612228
921	3.175732167
922	3.175113247
923	3.174575734
924	3.174278401
925	3.173980534
926	3.173621059
927	3.173349264
928	3.172887578
929	3.172650478
930	3.172361355
931	3.172080227
932	3.171813848
933	3.171542708
934	3.171217885
935	3.170902832
936	3.170517136
937	3.170240942
938	3.170040579
939	3.169717727
940	3.169319422
941	3.168666871
942	3.168390174
943	3.16812189
944	3.167703122
945	3.167372243
946	3.167106477
947	3.1667509
948	3.166280202
949	3.165940332
950	3.165736942
951	3.165345143
952	3.165086808
953	3.164774388
954	3.164429452
955	3.163897179
956	3.163495509
957	3.163049128
958	3.162790532
959	3.162519474
960	3.162194373
961	3.162004007
962	3.161743379
963	3.161377475
964	3.161105827
965	3.160566093
966	3.16022918
967	3.159640236
968	3.159373661
969	3.158993176
970	3.158713048
971	3.158254651
972	3.157987412
973	3.15750975
974	3.157268674
975	3.156874395
976	3.15662865
977	3.156335101
978	3.155932587
979	3.155612588
980	3.155303322
981	3.154871868
982	3.154707983
983	3.154475406
984	3.154006221
985	3.153703324
986	3.15333033
987	3.152855133
988	3.152483004
989	3.152127312
990	3.151724108
991	3.151456854
992	3.151257486
993	3.15103861
994	3.150799801
995	3.150490348
996	3.150257846
997	3.150027325
998	3.149613296
999	3.149016961
